County_State,State,Total_Population,Male_Population,Female_Population,State_Code,County_Code,Median_Income,Margin_Error_Income,Percent_Male,Percent_Female
Divide County, North Dakota,2195,2116,7,38,23,64650,8948,96.4,0.32
Emmons County, North Dakota,3301,3214,4,38,29,51012,5215,97.36,0.12
Grand Forks County, North Dakota,73170,68491,251,38,35,53721,1986,93.61,0.34
Hettinger County, North Dakota,2489,2401,8,38,41,59750,4699,96.46,0.32
Logan County, North Dakota,1876,1810,5,38,47,60592,8685,96.48,0.27
McKenzie County, North Dakota,14704,13635,52,38,53,75238,8321,92.73,0.35
Morton County, North Dakota,33291,31662,43,38,59,72778,5391,95.11,0.13
Nelson County, North Dakota,3015,2928,13,38,63,53063,7520,97.11,0.43
Pierce County, North Dakota,3990,3870,9,38,69,57398,7629,96.99,0.23
Renville County, North Dakota,2282,2189,4,38,75,69848,3822,95.92,0.18
Sargent County, North Dakota,3862,3704,11,38,81,64564,4160,95.91,0.28
Slope County, North Dakota,706,685,4,38,87,65833,7556,97.03,0.57
Stutsman County, North Dakota,21593,20810,20,38,93,52815,4539,96.37,0.09
Walsh County, North Dakota,10563,9764,34,38,99,55428,2825,92.44,0.32
Wells County, North Dakota,3982,3859,4,38,103,56519,3644,96.91,0.1
Darke County, Ohio,51881,50293,63,39,37,54799,3077,96.94,0.12
Erie County, Ohio,75622,70431,314,39,43,58408,3150,93.14,0.42
Franklin County, Ohio,1323807,1230708,6626,39,49,62352,706,92.97,0.5
Geauga County, Ohio,95397,91779,143,39,55,83730,3330,96.21,0.15
Hamilton County, Ohio,830639,782986,2763,39,61,59190,1190,94.26,0.33
Harrison County, Ohio,14483,13806,23,39,67,49454,4245,95.33,0.16
Highland County, Ohio,43317,41603,114,39,71,47973,3903,96.04,0.26
Huron County, Ohio,58565,54918,137,39,77,55041,2233,93.77,0.23
Knox County, Ohio,62721,60100,116,39,83,61590,2205,95.82,0.18
Licking County, Ohio,178519,168745,437,39,89,67736,2354,94.52,0.24
Lucas County, Ohio,431279,399104,1872,39,95,49946,1138,92.54,0.43
Mahoning County, Ohio,228614,215181,737,39,99,47092,1129,94.12,0.32
Meigs County, Ohio,22210,21566,33,39,105,43445,2568,97.1,0.15
Monroe County, Ohio,13385,13030,19,39,111,46241,3984,97.35,0.14
Morrow County, Ohio,34950,33512,75,39,117,61769,3639,95.89,0.21
Ottawa County, Ohio,40364,38374,52,39,123,59306,4060,95.07,0.13
Pickaway County, Ohio,58539,55735,144,39,129,61629,2259,95.21,0.25
Portage County, Ohio,161791,152843,426,39,133,59485,1589,94.47,0.26
Richland County, Ohio,124936,118572,264,39,139,49186,1862,94.91,0.21
Scioto County, Ohio,74008,71077,106,39,145,41866,2015,96.04,0.14
Stark County, Ohio,374853,351001,1343,39,151,55045,1054,93.64,0.36
Tuscarawas County, Ohio,93263,89432,127,39,157,54451,2077,95.89,0.14
Vinton County, Ohio,12800,12369,15,39,163,45034,5196,96.63,0.12
Adams County, Ohio,27477,26558,44,39,1,40067,3706,96.66,0.16
Allen County, Ohio,102206,95969,378,39,3,51892,2208,93.9,0.37
Ashland County, Ohio,52447,50397,126,39,5,55422,2238,96.09,0.24
Ashtabula County, Ohio,97574,91321,236,39,7,47925,2297,93.59,0.24
Athens County, Ohio,62431,59509,238,39,9,42414,3686,95.32,0.38
Auglaize County, Ohio,46422,44822,60,39,11,66193,2596,96.55,0.13
Belmont County, Ohio,66497,63651,162,39,13,51574,1989,95.72,0.24
Brown County, Ohio,43676,41914,49,39,15,57200,3728,95.97,0.11
Butler County, Ohio,390357,365004,1197,39,17,69023,1219,93.51,0.31
Carroll County, Ohio,26721,25697,28,39,19,52574,3507,96.17,0.1
Champaign County, Ohio,38714,36768,119,39,21,59909,2628,94.97,0.31
Clark County, Ohio,136001,127337,487,39,23,51504,1436,93.63,0.36
Clermont County, Ohio,208601,197378,437,39,25,69720,2153,94.62,0.21
Clinton County, Ohio,42018,40065,111,39,27,54683,3219,95.35,0.26
Columbiana County, Ohio,101877,97573,140,39,29,49407,2022,95.78,0.14
Coshocton County, Ohio,36612,35427,65,39,31,48552,2177,96.76,0.18
Crawford County, Ohio,42025,40341,47,39,33,46391,1611,95.99,0.11
Cuyahoga County, Ohio,1264817,1190149,4995,39,35,51741,517,94.1,0.39
Defiance County, Ohio,38286,35978,91,39,39,62110,3181,93.97,0.24
Delaware County, Ohio,214124,202146,547,39,41,111411,2246,94.41,0.26
Fairfield County, Ohio,158921,150291,553,39,45,70906,2715,94.57,0.35
Fayette County, Ohio,28951,27552,88,39,47,48637,3750,95.17,0.3
Fulton County, Ohio,42713,40005,104,39,51,61290,1736,93.66,0.24
Gallia County, Ohio,29220,28007,48,39,53,48975,3869,95.85,0.16
Greene County, Ohio,167966,156557,649,39,57,70055,1745,93.21,0.39
Guernsey County, Ohio,38438,36873,47,39,59,46352,2556,95.93,0.12
Hancock County, Ohio,74920,70895,196,39,63,57384,2283,94.63,0.26
Hardin County, Ohio,30696,29458,56,39,65,50214,2473,95.97,0.18
Henry County, Ohio,27662,26376,38,39,69,60425,2840,95.35,0.14
Hocking County, Ohio,28050,26946,46,39,73,54774,4209,96.06,0.16
Holmes County, Ohio,44223,43447,46,39,75,64453,2035,98.25,0.1
Jackson County, Ohio,32653,31425,52,39,79,48915,2839,96.24,0.16
Jefferson County, Ohio,65249,61608,181,39,81,46849,1987,94.42,0.28
Lake County, Ohio,232603,219780,562,39,85,65814,1288,94.49,0.24
Lawrence County, Ohio,58240,56004,103,39,87,46584,2769,96.16,0.18
Logan County, Ohio,46150,43617,147,39,91,60417,3720,94.51,0.32
Lorain County, Ohio,312964,286958,1345,39,93,58798,1274,91.69,0.43
Madison County, Ohio,43824,41737,73,39,97,68663,2885,95.24,0.17
Marion County, Ohio,65359,62259,126,39,101,49225,3075,95.26,0.19
Medina County, Ohio,182470,173391,367,39,103,77784,2399,95.02,0.2
Mercer County, Ohio,42528,41437,77,39,107,65566,2583,97.43,0.18
Miami County, Ohio,108774,103172,247,39,109,62347,2029,94.85,0.23
Montgomery County, Ohio,537309,503265,2349,39,113,53064,821,93.66,0.44
Morgan County, Ohio,13802,13092,132,39,115,43791,2166,94.86,0.96
Muskingum County, Ohio,86410,81455,378,39,119,48350,2007,94.27,0.44
Noble County, Ohio,14115,13783,38,39,121,50070,7224,97.65,0.27
Paulding County, Ohio,18806,17906,58,39,125,56531,4185,95.21,0.31
Perry County, Ohio,35408,34080,63,39,127,52978,3530,96.25,0.18
Pike County, Ohio,27088,26017,70,39,131,44115,3906,96.05,0.26
Preble County, Ohio,40999,39470,49,39,135,61339,3116,96.27,0.12
Putnam County, Ohio,34451,33331,63,39,137,67790,3521,96.75,0.18
Ross County, Ohio,77093,73149,227,39,141,51508,2431,94.88,0.29
Sandusky County, Ohio,58896,54547,162,39,143,55245,1957,92.62,0.28
Seneca County, Ohio,55069,52149,176,39,147,52897,1780,94.7,0.32
Shelby County, Ohio,48230,46162,90,39,149,64522,3141,95.71,0.19
Summit County, Ohio,540428,509754,1714,39,153,59253,1017,94.32,0.32
Trumbull County, Ohio,201977,191033,607,39,155,47799,1180,94.58,0.3
Union County, Ohio,62784,59661,156,39,159,88565,4056,95.03,0.25
Van Wert County, Ohio,28931,27717,66,39,161,55991,2423,95.8,0.23
Warren County, Ohio,242337,228867,662,39,165,89410,2433,94.44,0.27
Washington County, Ohio,59771,57319,195,39,167,51808,1903,95.9,0.33
Wayne County, Ohio,116894,111873,217,39,169,61424,1462,95.7,0.19
Williams County, Ohio,37102,35449,60,39,171,52855,1722,95.54,0.16
Wood County, Ohio,132248,123840,296,39,173,63189,1994,93.64,0.22
Wyandot County, Ohio,21900,21193,35,39,175,57925,3292,96.77,0.16
Cotton County, Oklahoma,5527,4949,49,40,33,49583,2720,89.54,0.89
Custer County, Oklahoma,28513,25053,124,40,39,51351,2638,87.87,0.43
Ellis County, Oklahoma,3749,3468,13,40,45,48264,9231,92.5,0.35
Grady County, Oklahoma,54795,48944,278,40,51,64507,3464,89.32,0.51
Harmon County, Oklahoma,2488,2193,20,40,57,53087,3739,88.14,0.8
Hughes County, Oklahoma,13367,12035,74,40,63,38020,3708,90.04,0.55
Johnston County, Oklahoma,10272,9102,67,40,69,44238,3934,88.61,0.65
Kiowa County, Oklahoma,8509,7772,65,40,75,34747,6381,91.34,0.76
Lincoln County, Oklahoma,33458,30001,179,40,81,51206,2774,89.67,0.53
McClain County, Oklahoma,41662,36554,193,40,87,70005,4128,87.74,0.46
Major County, Oklahoma,7782,7143,27,40,93,56781,4224,91.79,0.35
Murray County, Oklahoma,13904,12305,61,40,99,53696,5258,88.5,0.44
Nowata County, Oklahoma,9320,7661,81,40,105,42051,3899,82.2,0.87
Oklahoma County, Oklahoma,796292,693263,6885,40,109,55519,1111,87.06,0.86
Ottawa County, Oklahoma,30285,26304,131,40,115,40662,1089,86.85,0.43
Pittsburg County, Oklahoma,43773,38100,355,40,121,47511,2188,87.04,0.81
Pushmataha County, Oklahoma,10812,9620,56,40,127,38325,2242,88.98,0.52
Seminole County, Oklahoma,23556,20473,250,40,133,38588,1621,86.91,1.06
Texas County, Oklahoma,21384,17797,168,40,139,50702,2568,83.23,0.79
Wagoner County, Oklahoma,80981,69061,624,40,145,64958,2255,85.28,0.77
Woods County, Oklahoma,8624,8022,33,40,151,51985,8381,93.02,0.38
Adair County, Oklahoma,19495,16882,80,40,1,34375,2651,86.6,0.41
Alfalfa County, Oklahoma,5699,5345,29,40,3,64122,5824,93.79,0.51
Atoka County, Oklahoma,14143,12614,83,40,5,42392,2931,89.19,0.59
Beaver County, Oklahoma,5049,4680,10,40,7,55083,3932,92.69,0.2
Beckham County, Oklahoma,22410,20726,63,40,9,47095,5453,92.49,0.28
Blaine County, Oklahoma,8735,7829,81,40,11,49638,4169,89.63,0.93
Bryan County, Oklahoma,46067,40262,297,40,13,47175,3068,87.4,0.64
Caddo County, Oklahoma,26945,24310,207,40,15,46499,2346,90.22,0.77
Canadian County, Oklahoma,154405,136094,1004,40,17,73591,2204,88.14,0.65
Carter County, Oklahoma,48003,42097,374,40,19,51148,2251,87.7,0.78
Cherokee County, Oklahoma,47078,39395,342,40,21,43378,3026,83.68,0.73
Choctaw County, Oklahoma,14204,12456,104,40,23,37121,2337,87.69,0.73
Cimarron County, Oklahoma,2296,2091,12,40,25,47095,5085,91.07,0.52
Cleveland County, Oklahoma,295528,256906,2460,40,27,65412,1680,86.93,0.83
Coal County, Oklahoma,5266,4606,40,40,29,42277,4142,87.47,0.76
Comanche County, Oklahoma,121125,105580,1327,40,31,52377,1601,87.17,1.1
Craig County, Oklahoma,14107,12041,153,40,35,43003,2975,85.35,1.08
Creek County, Oklahoma,71754,62716,428,40,37,52315,2235,87.4,0.6
Delaware County, Oklahoma,40397,35338,147,40,41,44268,1944,87.48,0.36
Dewey County, Oklahoma,4484,4168,14,40,43,51169,7233,92.95,0.31
Garfield County, Oklahoma,62846,56357,358,40,47,55435,4406,89.67,0.57
Garvin County, Oklahoma,25656,22850,125,40,49,47321,1730,89.06,0.49
Grant County, Oklahoma,4169,3918,9,40,53,53147,6553,93.98,0.22
Greer County, Oklahoma,5491,5031,26,40,55,46794,4223,91.62,0.47
Harper County, Oklahoma,3272,3012,13,40,59,44318,6662,92.05,0.4
Haskell County, Oklahoma,11561,10416,36,40,61,43950,2579,90.1,0.31
Jackson County, Oklahoma,24785,21609,137,40,65,52535,4652,87.19,0.55
Jefferson County, Oklahoma,5337,4799,48,40,67,43871,3308,89.92,0.9
Kay County, Oklahoma,43700,39001,228,40,71,47456,2781,89.25,0.52
Kingfisher County, Oklahoma,15184,13627,51,40,73,61738,6516,89.75,0.34
Latimer County, Oklahoma,9444,8398,62,40,77,40044,3039,88.92,0.66
Le Flore County, Oklahoma,48129,42796,249,40,79,41900,1336,88.92,0.52
Logan County, Oklahoma,49555,44097,316,40,83,70456,3586,88.99,0.64
Love County, Oklahoma,10146,9018,44,40,85,54423,5373,88.88,0.43
McCurtain County, Oklahoma,30814,27029,242,40,89,39091,2791,87.72,0.79
McIntosh County, Oklahoma,18941,16818,152,40,91,39588,3889,88.79,0.8
Marshall County, Oklahoma,15312,13508,65,40,95,48573,3042,88.22,0.42
Mayes County, Oklahoma,39046,32993,204,40,97,50012,2913,84.5,0.52
Muskogee County, Oklahoma,66339,57213,626,40,101,41633,1774,86.24,0.94
Noble County, Oklahoma,10924,9850,43,40,103,60019,3700,90.17,0.39
Okfuskee County, Oklahoma,11310,10155,88,40,107,40913,3157,89.79,0.78
Okmulgee County, Oklahoma,36706,31798,297,40,111,45319,1634,86.63,0.81
Osage County, Oklahoma,45818,40181,252,40,113,50105,1661,87.7,0.55
Pawnee County, Oklahoma,15553,13958,77,40,117,50991,2321,89.74,0.5
Payne County, Oklahoma,81646,72294,538,40,119,42103,3432,88.55,0.66
Pontotoc County, Oklahoma,38065,32486,416,40,123,51682,3628,85.34,1.09
Pottawatomie County, Oklahoma,72454,63889,515,40,125,51150,1511,88.18,0.71
Roger Mills County, Oklahoma,3442,3144,18,40,129,54653,8182,91.34,0.52
Rogers County, Oklahoma,95240,81128,603,40,131,66038,1576,85.18,0.63
Sequoyah County, Oklahoma,39281,33755,251,40,135,41803,1579,85.93,0.64
Stephens County, Oklahoma,42848,38074,211,40,137,51156,2536,88.86,0.49
Tillman County, Oklahoma,6968,6124,57,40,141,39975,3389,87.89,0.82
Tulsa County, Oklahoma,669279,572399,5693,40,143,57024,921,85.52,0.85
Washington County, Oklahoma,52455,45103,390,40,147,53384,2536,85.98,0.74
Washita County, Oklahoma,10924,9921,46,40,149,52591,3703,90.82,0.42
Woodward County, Oklahoma,20470,18490,59,40,153,56182,4949,90.33,0.29
Benton County, Oregon,95184,86292,516,41,3,65142,2258,90.66,0.54
Morrow County, Oregon,12186,10514,40,41,49,56572,6688,86.28,0.33
Polk County, Oregon,87433,78117,582,41,53,65665,2566,89.34,0.67
Umatilla County, Oregon,80075,70618,319,41,59,57973,3462,88.19,0.4
Wasco County, Oregon,26670,23673,106,41,65,54725,3260,88.76,0.4
Yamhill County, Oregon,107722,96540,565,41,71,67296,3614,89.62,0.52
Baker County, Oregon,16668,15635,51,41,1,46250,4143,93.8,0.31
Clackamas County, Oregon,421401,380858,2502,41,5,82911,1826,90.38,0.59
Clatsop County, Oregon,41072,37477,196,41,7,57466,2917,91.25,0.48
Columbia County, Oregon,52589,48007,278,41,9,68170,4261,91.29,0.53
Coos County, Oregon,64929,59136,266,41,11,49445,3052,91.08,0.41
Crook County, Oregon,24738,22722,69,41,13,59000,5791,91.85,0.28
Curry County, Oregon,23446,21331,123,41,15,53174,3566,90.98,0.52
Deschutes County, Oregon,198253,180993,983,41,17,68937,2092,91.29,0.5
Douglas County, Oregon,111201,101896,466,41,19,50031,1730,91.63,0.42
Gilliam County, Oregon,1995,1850,27,41,21,41838,10781,92.73,1.35
Grant County, Oregon,7233,6703,45,41,23,48202,4579,92.67,0.62
Harney County, Oregon,7495,6969,39,41,25,43387,5876,92.98,0.52
Hood River County, Oregon,23977,20267,119,41,27,72418,6739,84.53,0.5
Jackson County, Oregon,223259,198701,1361,41,29,56327,1899,89,0.61
Jefferson County, Oregon,24502,22091,160,41,31,55844,2721,90.16,0.65
Josephine County, Oregon,88090,80038,520,41,33,47733,2680,90.86,0.59
Klamath County, Oregon,69413,62494,372,41,35,48560,2641,90.03,0.54
Lake County, Oregon,8160,7257,47,41,37,44237,7224,88.93,0.58
Lane County, Oregon,382971,344179,2746,41,39,54942,1089,89.87,0.72
Lincoln County, Oregon,50395,45511,281,41,41,50775,2264,90.31,0.56
Linn County, Oregon,128610,116596,655,41,43,59547,2241,90.66,0.51
Malheur County, Oregon,31571,28327,105,41,45,44362,3064,89.72,0.33
Marion County, Oregon,345920,303363,2208,41,47,61817,1658,87.7,0.64
Multnomah County, Oregon,815428,727014,6555,41,51,71425,918,89.16,0.8
Sherman County, Oregon,1870,1714,13,41,55,51472,4030,91.66,0.7
Tillamook County, Oregon,27390,24773,104,41,57,54268,3967,90.45,0.38
Union County, Oregon,26196,24142,114,41,61,53940,3352,92.16,0.44
Wallowa County, Oregon,7391,6922,29,41,63,53423,6556,93.65,0.39
Washington County, Oregon,600372,529866,4787,41,67,86626,1446,88.26,0.8
Wheeler County, Oregon,1451,1331,17,41,69,45354,7061,91.73,1.17
Adams County, Pennsylvania,103852,98221,184,42,1,68411,2608,94.58,0.18
Beaver County, Pennsylvania,168215,158856,491,42,7,59014,1640,94.44,0.29
Blair County, Pennsylvania,122822,117986,174,42,13,50856,1517,96.06,0.14
Butler County, Pennsylvania,193763,185875,337,42,19,72642,1549,95.93,0.17
Carbon County, Pennsylvania,64749,61587,100,42,25,57601,4151,95.12,0.15
Clarion County, Pennsylvania,37241,36122,50,42,31,49695,2127,97,0.13
Columbia County, Pennsylvania,64727,62196,121,42,37,52219,2097,96.09,0.19
Dauphin County, Pennsylvania,286401,264899,1591,42,43,63123,1425,92.49,0.56
Erie County, Pennsylvania,270876,254881,785,42,49,52863,1284,94.1,0.29
Franklin County, Pennsylvania,155932,146999,376,42,55,63420,1761,94.27,0.24
Huntingdon County, Pennsylvania,44092,42724,59,42,61,53597,3024,96.9,0.13
Juniata County, Pennsylvania,23509,22771,30,42,67,53502,2605,96.86,0.13
Lawrence County, Pennsylvania,86070,81052,241,42,73,50080,1725,94.17,0.28
Luzerne County, Pennsylvania,325594,303542,1085,42,79,53194,1139,93.23,0.33
Mifflin County, Pennsylvania,46143,44610,67,42,87,52641,1778,96.68,0.15
Westmoreland County, Pennsylvania,354663,339397,762,42,129,61398,1264,95.7,0.21
Allegheny County, Pennsylvania,1250578,1184872,4258,42,3,62320,653,94.75,0.34
Armstrong County, Pennsylvania,65558,63397,53,42,5,53545,1873,96.7,0.08
Bedford County, Pennsylvania,47577,46163,42,42,9,51531,2151,97.03,0.09
Berks County, Pennsylvania,428849,390204,2169,42,11,66154,1336,90.99,0.51
Bradford County, Pennsylvania,59967,57329,84,42,15,52375,1931,95.6,0.14
Bucks County, Pennsylvania,646538,609656,1673,42,17,93181,1534,94.3,0.26
Cambria County, Pennsylvania,133472,127790,296,42,21,47644,1451,95.74,0.22
Cameron County, Pennsylvania,4547,4379,28,42,23,40342,2729,96.31,0.62
Centre County, Pennsylvania,158172,150412,361,42,27,61921,1857,95.09,0.23
Chester County, Pennsylvania,534413,498342,1718,42,29,104161,1476,93.25,0.32
Clearfield County, Pennsylvania,80562,78074,81,42,33,50150,1678,96.91,0.1
Clinton County, Pennsylvania,37450,36161,70,42,35,51145,1426,96.56,0.19
Crawford County, Pennsylvania,83938,80387,108,42,39,51919,1847,95.77,0.13
Cumberland County, Pennsylvania,259469,245348,760,42,41,71979,2141,94.56,0.29
Delaware County, Pennsylvania,576830,546811,1824,42,45,76238,1129,94.8,0.32
Elk County, Pennsylvania,30990,29880,57,42,47,54961,2659,96.42,0.18
Fayette County, Pennsylvania,128804,123073,223,42,51,49075,1441,95.55,0.17
Forest County, Pennsylvania,6973,6842,11,42,53,41225,2600,98.12,0.16
Fulton County, Pennsylvania,14556,14024,33,42,57,55424,1980,96.35,0.23
Greene County, Pennsylvania,35954,34563,75,42,59,55993,3487,96.13,0.21
Indiana County, Pennsylvania,83246,80279,100,42,63,49270,1715,96.44,0.12
Jefferson County, Pennsylvania,44492,42901,32,42,65,49604,1590,96.42,0.07
Lackawanna County, Pennsylvania,215896,203153,560,42,69,54064,1422,94.1,0.26
Lancaster County, Pennsylvania,552984,518045,1803,42,71,69588,1188,93.68,0.33
Lebanon County, Pennsylvania,143257,133674,370,42,75,61632,1999,93.31,0.26
Lehigh County, Pennsylvania,374557,336871,2053,42,77,66214,1319,89.94,0.55
Lycoming County, Pennsylvania,114188,108454,297,42,81,54906,1628,94.98,0.26
McKean County, Pennsylvania,40432,38627,77,42,83,49240,1964,95.54,0.19
Mercer County, Pennsylvania,110652,105431,254,42,85,50529,1673,95.28,0.23
Monroe County, Pennsylvania,168327,152227,1025,42,89,68734,2106,90.44,0.61
Montgomery County, Pennsylvania,856553,804038,2986,42,91,93518,1227,93.87,0.35
Montour County, Pennsylvania,18136,17429,65,42,93,59915,3399,96.1,0.36
Northampton County, Pennsylvania,312951,287352,1338,42,95,73088,1225,91.82,0.43
Northumberland County, Pennsylvania,91647,87897,183,42,97,49273,1714,95.91,0.2
Perry County, Pennsylvania,45842,44005,104,42,99,70660,2615,95.99,0.23
Philadelphia County, Pennsylvania,1603797,1492897,7662,42,101,49127,774,93.09,0.48
Pike County, Pennsylvania,58535,53491,274,42,103,67495,4717,91.38,0.47
Potter County, Pennsylvania,16396,15833,25,42,105,47696,2082,96.57,0.15
Schuylkill County, Pennsylvania,143049,137385,256,42,107,53703,1536,96.04,0.18
Snyder County, Pennsylvania,39736,38541,39,42,109,60227,2589,96.99,0.1
Somerset County, Pennsylvania,74129,72010,71,42,111,51255,1636,97.14,0.1
Sullivan County, Pennsylvania,5840,5605,18,42,113,49830,4956,95.98,0.31
Susquehanna County, Pennsylvania,38434,36764,75,42,115,55788,1778,95.65,0.2
Tioga County, Pennsylvania,41045,39309,67,42,117,51838,1935,95.77,0.16
Union County, Pennsylvania,42681,41090,89,42,119,56824,3355,96.27,0.21
Venango County, Pennsylvania,50454,48239,69,42,121,51405,1384,95.61,0.14
